,Region,Location,Period,"Medical Doctors per 10,000","Nurses and Midwifes per 10,000","Pharmacists per 10,000","Dentists per 10,000"
0,Africa,Central African Republic,2023,0.74,10.97,0.03,0.01
1,Africa,Chad,2023,0.85,1.67,0.08,0.01
2,Africa,Senegal,2023,1.09,4.24,0.2,0.11
3,Africa,Cote d'Ivoire,2023,1.66,7.93,0.39,0.14
4,South-East Asia,Nepal,2023,10.11,40.92,2.25,1.64
5,South-East Asia,Sri Lanka,2023,11.36,22.58,1.09,0.96
6,Americas,Peru,2023,16.88,27.38,1.65,2.15
7,Eastern Mediterranean,Iran (Islamic Republic of),2023,18.11,28.76,3.36,5.26
8,Europe,Kyrgyzstan,2023,18.5,40.76,0.25,1.56
9,Europe,Turkmenistan,2023,19.3,34.88,1.39,1.24
10,Africa,Benin,2023,2.16,6.11,0.31,0.05
11,Western Pacific,Solomon Islands,2023,2.38,20.01,0.78,0.51
12,Western Pacific,Malaysia,2023,23.41,40.54,6.26,4.06
13,Americas,Brazil,2023,23.57,55.02,4.14,7.45
14,Americas,Dominican Republic,2023,24.26,20.6,0.19,2.69
15,Americas,Colombia,2023,25.35,15.41,1.84,8.68
16,Europe,Montenegro,2023,27.83,60.8,2.75,0.58
17,Africa,Botswana,2023,3.79,30.18,0.53,0.36
18,Eastern Mediterranean,Qatar,2023,30.22,84.89,12.44,7.39
19,Americas,Chile,2023,33.34,54.54,7.27,16.77
20,Eastern Mediterranean,Saudi Arabia,2023,34.06,65.57,11.07,7.81
21,Europe,Kazakhstan,2023,37.54,64.9,3.21,2.13
22,Europe,Israel,2023,37.97,58.99,8.64,8.97
23,Europe,Ireland,2023,38.75,147.77,11.05,4.75
24,Europe,Republic of Moldova,2023,40.16,63.17,1.06,4.98
25,Europe,Iceland,2023,43.73,158.64,11.04,7.84
26,Europe,San Marino,2023,46.29,94.36,10.98,7.42
27,Europe,Belarus,2023,47.17,108.15,4.5,6.09
28,Europe,Norway,2023,49.75,165.09,2.81,8.79
29,South-East Asia,Indonesia,2023,5.24,32.4,1.97,1.03
30,Africa,Eswatini,2023,5.57,42.6,0.34,0.28
31,Europe,Andorra,2023,50.68,47.22,9.77,12.11
32,Americas,Argentina,2023,51.06,47.49,5.8,10.86
33,South-East Asia,Bangladesh,2023,7.22,6.64,1.1,0.76
34,Africa,Cabo Verde,2023,7.3,17.98,0.19,0.15
35,Africa,Niger,2022,0.28,2.13,0.02,0.01
36,Africa,Central African Republic,2022,0.29,4.99,0.01,0.01
37,Africa,South Sudan,2022,0.41,6.91,0.15,0.03
38,Africa,Malawi,2022,0.54,5.07,0.06,0.05
39,Africa,Burundi,2022,0.78,7.4,0.09,0.01
40,Africa,Togo,2022,0.8,4.94,0.28,0.02
41,Africa,Chad,2022,0.82,2.08,0.1,0.01
42,Africa,Eritrea,2022,0.88,15.43,0.67,0.2
43,Africa,Rwanda,2022,0.9,11.06,0.06,0.2
44,Africa,Gambia,2022,1.04,6.88,0.02,0.03
45,Africa,Ethiopia,2022,1.05,12.22,1.36,0.28
46,Africa,Senegal,2022,1.24,4.27,0.2,0.13
47,Africa,Zimbabwe,2022,1.27,30.71,1.18,0.13
48,Africa,Sierra Leone,2022,1.34,11.63,0.11,0.02
49,Africa,United Republic of Tanzania,2022,1.34,4.94,0.35,0.12
50,Africa,Cameroon,2022,1.36,6.59,0.22,0.12
51,Africa,Ghana,2022,1.43,44.67,1.73,0.07
52,Africa,Burkina Faso,2022,1.48,10.97,0.37,0.05
53,Africa,Cote d'Ivoire,2022,1.62,6.88,0.38,0.14
54,Eastern Mediterranean,Yemen,2022,1.65,6.87,0.53,0.19
55,Africa,Madagascar,2022,1.72,2.81,0.01,0.08
56,Africa,Congo,2022,1.73,11.21,0.05,0.02
57,Africa,Mozambique,2022,1.75,9.34,0.15,0.11
58,Africa,Liberia,2022,1.78,10.07,0.32,0.02
59,Africa,Benin,2022,1.9,5.78,0.28,0.04
60,Africa,Mali,2022,1.91,4.16,0.75,0.01
61,Africa,Uganda,2022,1.91,22.65,0.36,0.11
62,Eastern Mediterranean,Iraq,2022,10.22,26.48,6.19,5.02
63,Africa,Mauritius,2022,14.36,40.48,0.32,3.24
64,Americas,El Salvador,2022,15.66,21.79,1.25,1.55
65,Americas,Panama,2022,16.25,33.45,2.18,2.8
66,Americas,Peru,2022,16.49,27.01,1.53,2.11
67,Africa,Algeria,2022,16.6,25.08,3.0,3.57
68,Europe,Kyrgyzstan,2022,18.72,37.89,0.25,1.54
69,Europe,Turkmenistan,2022,19.16,35.09,1.41,1.24
70,Eastern Mediterranean,Oman,2022,19.92,46.61,7.01,3.59
71,Africa,Democratic Republic of the Congo,2022,2.08,11.68,0.09,0.04
72,Africa,Guinea,2022,2.1,4.21,0.18,0.03
73,Africa,Lesotho,2022,2.35,17.56,1.12,0.37
74,Africa,Kenya,2022,2.36,20.24,0.25,0.25
75,Africa,Angola,2022,2.44,18.73,0.4,0.07
76,Africa,Guinea-Bissau,2022,2.52,9.9,0.01,0.1
77,Africa,Mauritania,2022,2.61,16.09,0.2,0.31
78,Americas,Dominican Republic,2022,22.34,20.78,1.52,2.52
79,Europe,Turkey,2022,22.36,34.83,4.48,4.87
80,Western Pacific,Malaysia,2022,22.9,40.26,5.7,3.87
81,Western Pacific,Republic of Korea,2022,26.1,90.86,8.04,5.41
82,Western Pacific,Japan,2022,26.49,129.78,20.26,8.16
83,Americas,Costa Rica,2022,26.87,30.71,12.09,10.89
84,Europe,Montenegro,2022,28.08,61.15,2.42,0.6
85,Western Pacific,Singapore,2022,28.34,65.59,6.65,4.61
86,Eastern Mediterranean,Jordan,2022,28.51,30.91,20.3,7.94
87,Eastern Mediterranean,United Arab Emirates,2022,29.15,61.87,13.59,8.29
88,Europe,North Macedonia,2022,29.44,55.15,5.95,9.24
89,Africa,Zambia,2022,3.24,29.36,0.71,0.15
90,Africa,Nigeria,2022,3.86,16.47,0.82,0.23
91,Europe,Serbia,2022,30.99,66.89,1.55,2.47
92,Europe,United Kingdom,2022,31.43,90.61,8.97,4.88
93,Americas,Chile,2022,31.78,49.81,6.68,15.83
94,Europe,Azerbaijan,2022,31.85,55.78,0.62,3.38
95,Europe,Armenia,2022,33.6,47.47,0.39,3.59
96,Europe,Ireland,2022,33.62,140.93,11.19,4.56
97,Europe,Slovenia,2022,33.67,105.63,7.34,7.43
98,Europe,Latvia,2022,33.98,43.74,8.84,7.08
99,Europe,Poland,2022,34.24,63.25,7.41,9.09
100,Europe,Hungary,2022,34.56,56.65,8.4,7.43
101,Europe,Estonia,2022,34.69,69.62,7.13,10.18
102,Eastern Mediterranean,Saudi Arabia,2022,34.82,62.33,10.58,7.43
103,Europe,Cyprus,2022,35.56,38.94,7.27,8.19
104,Europe,Belgium,2022,35.74,208.937,13.29,7.58
105,Western Pacific,New Zealand,2022,36.11,118.63,7.09,5.09
106,Europe,Romania,2022,36.25,82.53,11.79,11.4
107,Americas,United States of America,2022,36.81,133.76,11.13,6.0
108,Europe,Israel,2022,36.86,58.22,7.47,9.01
109,Europe,Slovakia,2022,36.97,60.14,8.47,5.43
110,Europe,Kazakhstan,2022,37.19,67.12,3.14,2.21
111,Europe,Netherlands,2022,38.76,116.65,2.17,5.67
112,Americas,Paraguay,2022,38.93,94.09,6.73,13.41
113,Europe,Croatia,2022,39.09,79.99,8.78,9.46
114,Africa,Botswana,2022,4.07,32.9,0.59,0.41
115,Africa,Comoros,2022,4.24,16.44,0.48,0.38
116,Africa,Sao Tome and Principe,2022,4.64,21.65,1.64,0.27
117,Western Pacific,Australia,2022,40.86,134.5,9.37,6.41
118,Europe,Republic of Moldova,2022,41.45,64.03,1.1,5.11
119,Europe,Italy,2022,41.91,67.55,13.42,8.82
120,Europe,Spain,2022,42.94,64.06,12.29,6.03
121,Europe,Bulgaria,2022,43.28,47.04,8.91,11.23
122,Europe,Czechia,2022,43.52,95.3,7.18,7.39
123,Europe,Iceland,2022,44.4,156.39,10.94,7.91
124,Europe,Lithuania,2022,44.66,78.43,9.74,11.02
125,Europe,Germany,2022,45.34,122.49,6.71,8.48
126,Europe,San Marino,2022,46.63,86.8,10.56,7.33
127,Europe,Belarus,2022,46.69,107.28,4.51,5.87
128,Americas,Uruguay,2022,46.74,73.86,0.65,2.49
129,Europe,Norway,2022,49.08,160.93,6.25,8.78
130,Africa,Gabon,2022,5.21,23.7,0.77,0.18
131,South-East Asia,Bhutan,2022,5.53,20.52,0.68,0.97
132,Africa,Namibia,2022,5.53,53.86,2.27,0.78
133,Africa,Eswatini,2022,5.61,43.65,0.23,0.28
134,Europe,Andorra,2022,51.57,46.68,9.79,11.67
135,Europe,Austria,2022,54.32,112.8,7.63,6.14
136,Americas,Argentina,2022,54.37,47.72,6.16,9.68
137,Europe,Georgia,2022,55.38,59.0,0.92,7.62
138,Europe,Portugal,2022,58.51,78.52,10.17,12.05
139,South-East Asia,Indonesia,2022,6.81,41.23,1.14,1.46
140,Europe,Greece,2022,65.76,41.14,10.82,13.35
141,Africa,Seychelles,2022,65.98,72.91,2.79,3.51
142,South-East Asia,Bangladesh,2022,7.17,6.22,1.09,0.75
143,Africa,Cabo Verde,2022,7.18,18.28,0.19,0.15
144,Africa,South Africa,2022,7.94,63.93,2.7,0.22
145,Europe,Malta,2022,78.55,83.4,15.26,5.11
146,Africa,Central African Republic,2021,0.22,2.04,0.0,0.0
147,Africa,Chad,2021,0.56,1.91,0.08,0.01
148,Africa,Togo,2021,0.57,3.86,0.02,0.02
149,Western Pacific,Papua New Guinea,2021,0.63,5.08,0.08,0.05
150,Africa,Burundi,2021,0.76,9.63,0.05,0.01
151,Africa,Mozambique,2021,0.82,5.74,0.13,0.11
152,Africa,Eritrea,2021,0.85,14.17,0.62,0.18
153,Africa,Senegal,2021,0.99,5.35,0.17,0.1
154,Africa,Burkina Faso,2021,1.01,9.2,0.31,0.05
155,Africa,Gambia,2021,1.04,6.92,0.02,0.04
156,Africa,Rwanda,2021,1.21,9.5,0.06,0.21
157,Africa,Cameroon,2021,1.26,1.95,0.1,0.05
158,Africa,Cote d'Ivoire,2021,1.67,6.76,0.37,0.15
159,Africa,Liberia,2021,1.69,4.86,0.24,0.01
160,Africa,Democratic Republic of the Congo,2021,1.71,10.47,0.07,0.03
161,Eastern Mediterranean,Yemen,2021,1.74,6.11,0.49,0.17
162,South-East Asia,Sri Lanka,2021,11.44,23.4,1.02,1.01
163,Americas,Bolivia (Plurinational State of),2021,12.84,16.24,2.41,2.29
164,Eastern Mediterranean,Tunisia,2021,13.15,21.61,2.42,3.68
165,Americas,Suriname,2021,14.66,29.31,0.81,0.7
166,Eastern Mediterranean,Syrian Arab Republic,2021,15.21,17.57,16.31,10.22
167,Americas,Peru,2021,16.73,26.57,1.55,2.18
168,Americas,Panama,2021,17.37,37.57,2.3,2.88
169,Western Pacific,Brunei Darussalam,2021,18.86,66.17,2.1,2.35
170,Europe,Turkmenistan,2021,19.17,35.02,1.51,1.24
171,Europe,Kyrgyzstan,2021,19.78,39.98,0.31,1.71
172,Africa,Benin,2021,2.05,5.64,0.3,0.04
173,Africa,Mauritania,2021,2.19,15.65,0.16,0.26
174,Africa,Guinea-Bissau,2021,2.2,10.54,0.01,0.01
175,Africa,Zambia,2021,2.95,18.51,0.7,0.14
176,Eastern Mediterranean,Oman,2021,20.06,45.27,6.2,3.61
177,Americas,Dominican Republic,2021,20.29,20.17,1.46,2.21
178,Europe,Turkey,2021,21.18,33.49,4.29,4.6
179,Americas,Brazil,2021,21.91,56.38,3.43,6.83
180,Western Pacific,Malaysia,2021,22.68,39.68,5.42,3.67
181,Americas,Colombia,2021,24.67,14.58,1.86,8.32
182,Western Pacific,Republic of Korea,2021,25.17,89.12,7.79,5.3
183,Americas,Costa Rica,2021,25.64,30.96,11.78,10.73
184,Western Pacific,Singapore,2021,27.81,63.13,6.55,4.48
185,Eastern Mediterranean,United Arab Emirates,2021,27.86,61.09,12.75,7.64
186,Europe,Montenegro,2021,28.78,59.02,2.43,0.6
187,Americas,El Salvador,2021,29.4,26.6,5.42,8.55
188,Americas,Chile,2021,29.79,46.1,6.32,14.83
189,Africa,Nigeria,2021,3.86,11.05,0.79,0.22
190,Europe,Serbia,2021,30.29,65.93,1.58,2.45
191,Europe,Azerbaijan,2021,31.23,55.73,0.6,3.22
192,Europe,United Kingdom,2021,31.6,91.15,8.4,5.12
193,Eastern Mediterranean,Saudi Arabia,2021,32.0,64.32,9.84,7.26
194,Americas,Paraguay,2021,32.52,90.57,5.52,12.84
195,Europe,Armenia,2021,32.55,48.45,0.64,2.93
196,Europe,France,2021,32.64,94.22,9.38,6.79
197,Europe,Hungary,2021,32.99,55.22,8.14,7.1
198,Europe,Slovenia,2021,33.35,106.22,7.39,7.46
199,Europe,Cyprus,2021,33.55,37.87,6.67,7.58
200,Europe,Latvia,2021,33.56,43.93,8.76,7.15
201,Europe,Poland,2021,34.15,63.86,7.48,9.17
202,Europe,Estonia,2021,34.3,68.54,7.11,10.11
203,Europe,Romania,2021,34.86,81.07,11.11,10.51
204,Western Pacific,New Zealand,2021,35.31,114.84,7.24,5.07
205,Europe,Belgium,2021,35.37,128.85,13.11,7.71
206,Americas,United States of America,2021,35.75,130.28,10.35,6.0
207,Europe,Finland,2021,36.09,140.13,20.28,9.68
208,Europe,Israel,2021,36.36,58.85,8.39,11.56
209,Europe,Slovakia,2021,36.83,60.48,8.49,5.28
210,Europe,Kazakhstan,2021,37.11,68.02,3.36,2.3
211,Europe,Croatia,2021,37.34,79.49,8.51,9.25
212,Europe,Netherlands,2021,38.75,115.26,2.15,5.74
213,Western Pacific,Australia,2021,39.76,135.66,9.26,6.2
214,Africa,Namibia,2021,4.2,25.52,2.15,0.57
215,Africa,Botswana,2021,4.22,32.84,0.66,0.37
216,Europe,Ireland,2021,40.28,136.12,11.01,4.63
217,Europe,Republic of Moldova,2021,40.39,64.96,1.07,5.09
218,Europe,Italy,2021,40.64,64.34,12.71,8.32
219,Europe,Czechia,2021,42.46,93.39,7.14,7.56
220,Europe,Bulgaria,2021,42.96,46.65,8.87,10.99
221,Europe,Iceland,2021,43.77,157.06,5.9,7.89
222,Europe,Sweden,2021,44.08,116.65,7.83,7.74
223,Europe,Spain,2021,44.57,65.02,12.47,8.47
224,Europe,Lithuania,2021,44.85,82.13,10.22,10.5
225,Europe,Germany,2021,45.03,122.59,6.7,8.52
226,Americas,Uruguay,2021,45.48,72.69,0.65,2.26
227,Europe,Belarus,2021,46.86,106.66,4.43,5.79
228,Europe,Andorra,2021,47.58,48.21,10.08,11.61
229,Europe,Norway,2021,47.68,163.29,9.13,9.28
230,South-East Asia,Bhutan,2021,5.61,22.16,0.63,0.97
231,Europe,Georgia,2021,52.87,58.28,0.91,6.5
232,Americas,Argentina,2021,53.84,46.18,6.09,11.88
233,Europe,Austria,2021,54.32,111.81,7.57,6.16
234,Europe,Portugal,2021,57.11,77.14,9.74,11.7
235,South-East Asia,Bangladesh,2021,6.77,6.19,1.02,0.69
236,South-East Asia,Indonesia,2021,6.88,40.52,3.07,1.23
237,Europe,Greece,2021,63.66,40.34,10.79,13.01
238,Western Pacific,Philippines,2021,7.92,47.88,4.73,2.51
239,Europe,Denmark,2021,72.35,121.86,5.81,7.18
240,Europe,Malta,2021,75.59,83.87,25.479,5.15
241,South-East Asia,Nepal,2021,8.84,35.55,1.75,1.39
242,Eastern Mediterranean,Iraq,2021,9.83,24.64,4.95,4.36
243,Africa,South Sudan,2020,0.43,7.06,0.13,0.03
244,Africa,Malawi,2020,0.49,6.94,0.08,0.08
245,Africa,Burundi,2020,0.69,9.46,0.05,0.01
246,Africa,Sierra Leone,2020,0.73,2.12,0.24,0.02
247,Africa,Kenya,2020,0.74,5.9,0.17,0.05
248,Africa,Senegal,2020,0.82,3.49,0.13,0.08
249,Africa,Mozambique,2020,0.84,4.92,0.14,0.09
250,Africa,Burkina Faso,2020,0.96,9.16,0.33,0.05
251,Africa,Cameroon,2020,0.98,4.86,0.13,0.07
252,Africa,Ethiopia,2020,1.02,7.58,1.05,0.16
253,Africa,Rwanda,2020,1.16,9.19,0.07,0.16
254,Africa,Zimbabwe,2020,1.28,20.289,1.021,0.3
255,Africa,Eswatini,2020,1.38,24.46,0.4,0.18
256,Africa,Liberia,2020,1.51,6.39,0.25,0.01
257,Africa,Cote d'Ivoire,2020,1.53,6.83,0.36,0.14
258,Africa,Uganda,2020,1.58,16.84,0.39,0.06
259,Eastern Mediterranean,Yemen,2020,1.76,4.91,0.51,0.18
260,Africa,Guinea-Bissau,2020,1.91,7.73,0.07,0.03
261,South-East Asia,Sri Lanka,2020,11.67,23.68,0.97,1.02
262,Americas,Guatemala,2020,12.81,23.08,1.22,2.59
263,Western Pacific,Tuvalu,2020,13.46,39.42,1.92,0.96
264,Americas,Guyana,2020,13.87,34.39,0.58,0.68
265,Americas,Peru,2020,14.36,23.48,1.29,2.02
266,Eastern Mediterranean,Syrian Arab Republic,2020,15.0,17.19,16.3,8.82
267,Americas,Panama,2020,16.3,35.4,2.37,2.8
268,Western Pacific,Palau,2020,17.98,65.73,2.81,3.37
269,Americas,Dominican Republic,2020,19.48,18.92,1.39,2.02
270,Europe,Turkmenistan,2020,19.6,35.89,1.56,1.23
271,Europe,Turkey,2020,19.89,33.26,4.11,4.05
272,Europe,Tajikistan,2020,19.95,66.45,2.56,1.69
273,Africa,Mauritania,2020,2.03,11.56,0.17,0.25
274,Africa,Zambia,2020,2.53,16.26,0.57,0.11
275,Eastern Mediterranean,Oman,2020,20.03,44.47,6.44,3.3
276,Europe,Kyrgyzstan,2020,20.42,41.47,0.31,1.74
277,Western Pacific,Malaysia,2020,21.83,39.03,5.64,3.42
278,Eastern Mediterranean,Kuwait,2020,22.73,45.45,9.0,8.1
279,Europe,Uzbekistan,2020,23.1,110.83,0.51,1.1
280,Americas,Colombia,2020,23.94,14.14,1.78,16.47
281,Americas,Canada,2020,24.15,100.84,10.35,6.53
282,Americas,Costa Rica,2020,24.94,30.64,11.27,10.64
283,Western Pacific,Republic of Korea,2020,25.07,85.27,7.67,5.2
284,Western Pacific,Japan,2020,25.92,123.49,19.84,8.25
285,Western Pacific,Singapore,2020,26.38,61.8,6.11,4.42
286,Americas,Chile,2020,27.98,42.89,6.0,13.78
287,Eastern Mediterranean,United Arab Emirates,2020,28.3,62.49,11.8,7.26
288,Europe,Montenegro,2020,28.31,55.5,2.35,0.51
289,Europe,Serbia,2020,28.75,63.19,1.58,2.4
290,Western Pacific,Lao People's Democratic Republic,2020,3.56,11.79,2.27,0.76
291,Africa,Namibia,2020,3.8,23.62,2.0,0.51
292,Europe,United Kingdom,2020,30.28,89.23,8.5,5.4
293,Eastern Mediterranean,Saudi Arabia,2020,30.76,63.47,8.88,6.33
294,Europe,Azerbaijan,2020,31.25,57.77,0.61,3.18
295,Europe,Hungary,2020,31.4,55.08,7.84,6.75
296,Europe,Armenia,2020,31.63,47.63,0.33,3.59
297,Europe,Cyprus,2020,31.97,38.5,6.64,7.26
298,Europe,France,2020,32.52,94.51,9.36,6.66
299,Europe,Poland,2020,33.03,62.5,7.44,8.85
300,Europe,Slovenia,2020,33.03,106.12,7.41,7.47
301,Europe,Romania,2020,33.07,78.34,9.99,9.63
302,Europe,Latvia,2020,33.38,43.91,8.65,7.16
303,Europe,North Macedonia,2020,33.43,54.49,5.91,8.77
304,Western Pacific,New Zealand,2020,34.42,112.01,7.2,4.86
305,Europe,Ireland,2020,34.58,182.91,13.58,6.61
306,Europe,Estonia,2020,34.79,67.44,7.39,10.15
307,Europe,Belgium,2020,35.06,128.21,12.86,7.69
308,Americas,United States of America,2020,35.18,123.4,10.53,5.96
309,Europe,Israel,2020,35.67,56.49,9.43,9.09
310,Europe,Croatia,2020,36.06,74.98,8.05,8.92
311,Europe,Finland,2020,36.1,137.64,10.92,9.75
312,Europe,Kazakhstan,2020,36.63,67.6,3.29,2.34
313,Europe,Slovakia,2020,36.71,61.19,8.38,5.29
314,Europe,Netherlands,2020,38.05,112.13,2.14,5.64
315,Europe,Russian Federation,2020,38.07,85.11,0.39,2.79
316,Western Pacific,Australia,2020,38.95,131.58,9.11,6.09
317,Europe,Italy,2020,39.7,65.15,12.32,8.63
318,Africa,Botswana,2020,4.33,32.85,0.61,0.38
319,Africa,Comoros,2020,4.41,15.82,0.44,0.4
320,South-East Asia,Bhutan,2020,4.86,20.82,0.66,0.92
321,Europe,Republic of Moldova,2020,40.38,61.49,0.93,5.38
322,Europe,Czechia,2020,41.53,91.86,7.2,7.5
323,Europe,Bulgaria,2020,42.77,46.74,8.79,10.63
324,Europe,Iceland,2020,43.18,163.39,5.67,7.91
325,Europe,Sweden,2020,43.22,114.34,7.7,7.71
326,Europe,Germany,2020,44.43,123.04,6.66,8.5
327,Europe,Lithuania,2020,44.81,81.17,10.26,11.09
328,Europe,Spain,2020,45.46,62.46,13.07,8.34
329,Europe,Andorra,2020,45.87,48.45,9.95,11.63
330,Europe,Belarus,2020,46.05,108.42,4.48,5.85
331,Europe,Norway,2020,46.82,161.19,8.83,9.12
332,Western Pacific,Samoa,2020,5.62,30.58,0.24,0.9
333,Africa,Gabon,2020,5.86,26.45,0.6,0.15
334,Europe,Georgia,2020,51.21,58.42,1.72,5.35
335,Americas,Argentina,2020,53.04,43.51,6.07,11.74
336,Europe,Austria,2020,53.44,107.41,7.3,6.11
337,Europe,Portugal,2020,55.76,75.0,9.46,11.25
338,South-East Asia,Indonesia,2020,6.2,39.35,0.93,1.18
339,South-East Asia,Bangladesh,2020,6.61,5.48,1.0,0.68
340,Europe,Greece,2020,61.86,39.27,10.67,12.78
341,South-East Asia,India,2020,7.23,17.2,8.56,1.59
342,Eastern Mediterranean,Bahrain,2020,7.41,26.48,1.65,0.8
343,Western Pacific,Philippines,2020,7.52,47.81,4.58,2.53
344,South-East Asia,Timor-Leste,2020,7.52,17.38,2.08,0.02
345,Europe,Denmark,2020,70.68,120.21,5.56,7.14
346,Europe,Malta,2020,72.6,84.62,13.51,5.19
347,South-East Asia,Nepal,2020,8.57,33.62,1.66,1.27
348,Eastern Mediterranean,Iraq,2020,9.23,22.79,3.92,3.33
349,Western Pacific,Tonga,2020,9.46,45.41,0.76,1.42
350,Americas,Bolivia (Plurinational State of),2020,9.61,14.65,1.39,1.61
351,Africa,Sierra Leone,2019,0.33,8.65,0.21,0.01
352,Africa,South Sudan,2019,0.33,5.85,0.09,0.02
353,Africa,Gambia,2019,0.77,4.44,0.01,0.05
354,Africa,Mozambique,2019,0.86,4.8,0.13,0.1
355,Africa,Senegal,2019,0.88,5.39,0.12,0.13
356,Africa,Burkina Faso,2019,0.91,8.99,0.15,0.03
357,Africa,Rwanda,2019,1.17,9.37,0.08,0.19
358,Africa,Liberia,2019,1.45,5.44,0.11,0.01
359,Africa,Cote d'Ivoire,2019,1.49,6.45,0.34,0.1
360,Africa,Democratic Republic of the Congo,2019,1.62,10.45,0.06,0.05
361,Eastern Mediterranean,Pakistan,2019,10.49,4.53,1.46,1.16
362,Americas,Bolivia (Plurinational State of),2019,10.88,13.95,1.95,2.05
363,South-East Asia,Sri Lanka,2019,10.98,21.51,0.81,1.03
364,Americas,Peru,2019,13.54,21.07,1.16,1.96
365,Americas,Dominican Republic,2019,14.31,14.39,1.16,2.28
366,Eastern Mediterranean,Syrian Arab Republic,2019,15.17,17.76,12.52,9.18
367,Americas,Panama,2019,16.37,32.14,2.25,3.03
368,Europe,Turkey,2019,18.84,29.77,3.97,3.86
369,Europe,Tajikistan,2019,19.33,51.19,2.53,1.6
370,Europe,Turkmenistan,2019,19.57,36.9,1.6,1.19
371,Africa,Mauritania,2019,2.01,11.87,0.17,0.26
372,Africa,Zambia,2019,2.37,14.18,0.46,0.1
373,Western Pacific,Malaysia,2019,20.21,39.25,5.66,3.23
374,Eastern Mediterranean,Kuwait,2019,20.87,49.56,3.73,4.85
375,Eastern Mediterranean,Oman,2019,20.91,44.27,5.76,3.25
376,Europe,Kyrgyzstan,2019,21.11,42.4,0.31,1.76
377,South-East Asia,Maldives,2019,22.35,52.35,6.09,1.13
378,Americas,Colombia,2019,23.17,13.74,1.71,16.21
379,Americas,Costa Rica,2019,23.76,29.12,10.84,10.54
380,Americas,Canada,2019,24.18,99.77,10.3,6.57
381,Western Pacific,Republic of Korea,2019,24.58,80.93,7.52,5.12
382,Eastern Mediterranean,Jordan,2019,25.19,31.68,9.87,7.42
383,Africa,Mauritius,2019,25.58,34.94,4.17,3.2
384,Europe,Bosnia and Herzegovina,2019,25.84,64.25,1.38,2.58
385,Americas,Chile,2019,26.27,35.76,5.46,12.84
386,Eastern Mediterranean,Saudi Arabia,2019,26.33,65.31,10.46,6.17
387,Eastern Mediterranean,United Arab Emirates,2019,27.1,59.87,12.61,7.01
388,Europe,Montenegro,2019,27.92,53.98,2.08,0.52
389,Europe,Cyprus,2019,29.28,42.09,6.48,7.85
390,Europe,United Kingdom,2019,29.32,86.45,8.68,5.3
391,South-East Asia,Bhutan,2019,3.36,18.25,0.6,0.9
392,Africa,Nigeria,2019,3.56,10.72,1.18,0.22
393,Africa,Namibia,2019,3.679,22.29,1.94,0.44
394,Africa,Botswana,2019,3.95,33.29,0.59,0.38
395,Europe,Armenia,2019,30.26,46.88,0.26,4.06
396,Europe,Azerbaijan,2019,31.48,59.14,0.61,3.1
397,Europe,Romania,2019,31.65,76.46,9.24,8.8
398,Europe,France,2019,32.43,93.36,9.44,6.64
399,Europe,Latvia,2019,32.67,45.99,8.43,7.13
400,Europe,Slovenia,2019,32.7,104.33,7.28,7.27
401,Europe,Poland,2019,32.79,63.26,7.38,8.8
402,Europe,Ireland,2019,33.17,154.79,10.74,6.78
403,Western Pacific,New Zealand,2019,33.7,107.78,6.99,6.22
404,Europe,North Macedonia,2019,34.09,54.5,5.57,9.47
405,Europe,Belgium,2019,34.24,122.59,12.67,7.57
406,Europe,Estonia,2019,34.69,66.02,7.17,9.82
407,Americas,United States of America,2019,34.82,130.21,10.0,5.96
408,Europe,Hungary,2019,34.94,55.64,8.31,7.31
409,Europe,Israel,2019,35.21,55.0,8.05,8.66
410,Europe,Finland,2019,35.66,134.28,10.19,9.78
411,Europe,Slovakia,2019,35.69,60.62,8.18,5.23
412,Europe,Croatia,2019,35.9,73.98,7.79,8.88
413,Europe,Kazakhstan,2019,36.2,66.96,2.97,2.34
414,Europe,Netherlands,2019,37.13,108.91,2.12,5.59
415,Western Pacific,Australia,2019,38.08,130.96,8.87,6.09
416,Europe,Iceland,2019,38.92,161.55,5.38,7.9
417,South-East Asia,Indonesia,2019,4.62,37.81,0.81,0.58
418,Africa,Sao Tome and Principe,2019,4.92,21.65,1.73,0.28
419,Europe,Italy,2019,40.24,64.02,12.47,8.64
420,Europe,Republic of Moldova,2019,40.33,61.39,0.96,5.41
421,Europe,Czechia,2019,41.12,90.48,7.28,7.41
422,Europe,Russian Federation,2019,41.65,86.35,0.38,2.81
423,Europe,Bulgaria,2019,42.36,48.48,8.45,10.66
424,Europe,Sweden,2019,42.88,116.33,7.97,7.78
425,Europe,Switzerland,2019,43.49,182.9,6.73,4.06
426,Europe,Germany,2019,43.73,120.27,6.63,8.5
427,Europe,Spain,2019,43.76,60.37,12.26,8.18
428,Europe,Andorra,2019,43.92,48.24,9.67,10.98
429,Europe,Belarus,2019,45.46,109.07,4.38,5.72
430,Europe,Lithuania,2019,45.68,80.58,10.29,10.54
431,Europe,Norway,2019,45.78,160.08,8.59,9.06
432,South-East Asia,Thailand,2019,5.48,30.69,2.1,1.13
433,Americas,Argentina,2019,52.5,41.43,6.07,11.72
434,Europe,Austria,2019,53.18,106.6,7.3,6.06
435,Europe,Portugal,2019,54.22,73.06,9.27,10.86
436,Africa,Gabon,2019,6.03,23.45,0.62,0.15
